date,value
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,55.07
2020-10-05,57.42
2020-10-05,57.42
2020-10-05,71.48
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,59.76
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
2020-10-05,58.59
